id,subject,mohs,source,original_problem,adapted_problem,answer
178,Combinatorics,50M,"IMO 2020, P6","Prove that there exists a positive constant c such that the following statement is true: Consider an integer n $>$ 1, and a set S of n points in the plane such that the distance between any two different points in S is at least 1. It follows that there is a line ` separating S such that the distance from any point of S to ` is at least $c_n-1/3$ . (A line ` separates a set of points S if some segment joining two points in S crosses `.) Note. Weaker results with $c_n-1/3$ replaced by $c_n-\alpha$ may be awarded points depending on the value of the constant $\alpha$ $>$ 1/3.","How many subsets of $\{1, 2, \ldots, 18\}$ contain no two consecutive integers?",324
179,Combinatorics,50M,USAMO 2013 P3,"Let n be a positive integer. There are n(n+1)$^2$ marks, each with a black side and a white side, arranged into an equilateral triangle, with the biggest row containing n marks. Initially, each mark has the black side up. An operation is to choose a line parallel to the sides of the triangle, and flipping all the marks on that line. A configuration is called admissible if it can be obtained from the initial configuration by performing a finite num￾ber of operations. For each admissible configuration C, let f(C) denote the smallest number of operations required to obtain C from the initial configu￾ration. Find the maximum value of f(C), where C varies over all admissible configurations.",How many ways to distribute $9$ identical balls into $5$ distinct boxes?,59049
180,Combinatorics,50M,USAMO 2017 P5,"Let Z denote the set of all integers. Find all real numbers c $>$ 0 such that there exists a labeling of the lattice points (x, y) $\in$ $Z^2$ with positive integers for which: - only finitely many distinct labels occur, and 45 - for each label i, the distance between any two points labeled i is at least c i .",In how many ways can $5$ men and $2$ women be seated around a circular table such that no two women are adjacent?,400
181,Combinatorics,50M,"USA TST 2019, P3","A snake of length k is an animal which occupies an ordered k-tuple ($s_1$, $\ldots$ , $s_k$) of cells in a n $\times$ n grid of square unit cells. These cells must be pairwise distinct, and $s_i$ and $s_i+1$ must share a side for i $=$ 1, $\ldots$ , k - 1. If the snake is currently occupying ($s_1$, $\ldots$ , $s_k$) and s is an unoccupied cell sharing a side with $s_1$, the snake can move to oc￾cupy (s, $s_1$, $\ldots$ , $s_k-1$) instead. The snake has turned around if it occupied ($s_1$, $s_2$, $\ldots$ , $s_k$) at the beginning, but after a finite number of moves occupies ($s_k$, $s_k-1$, $\ldots$ , $s_1$) instead. Determine whether there exists an integer n $>$ 1 such that: one can place some snake of length 0.9n 2 in an n $\times$ n grid which can turn around.",How many ways to tile a $2 \times 8$ rectangle with $1 \times 2$ dominoes?,81
182,Combinatorics,55M,"USA TSTST 2015, P6","A Nim-style game is defined as follows. Two positive integers k and n are specified, along with a finite set S of k-tuples of integers (not necessarily positive). At the start of the game, the k-tuple (n, 0, 0, ..., 0) is written on the blackboard. A legal move consists of erasing the tuple ($a_1$, $a_2$, ..., $a_k$) which is written on the blackboard and replacing it with ($a_1$ + $b_1$, $a_2$ + $b_2$, ..., $a_k$ + $b_k$), where ($b_1$, $b_2$, ..., $b_k$) is an element of the set S. Two players take turns making legal moves, and the first to write a negative integer loses. In the event that neither player is ever forced to write a negative integer, the game is a draw. Prove that there is a choice of k and S with the following property: the first player has a winning strategy if n is a power of 2, and otherwise the second player has a winning strategy.","In a tournament with $14$ teams, how many different possible outcomes (who beats whom) exist if there are no cycles of length 3?",16384
183,Geometry,5M,"IMO 2004, P1",Let ABC be an acute-angled triangle with AB $\ne$ AC. The circle with diameter BC intersects the sides AB and AC at M and N respectively. Denote by O the midpoint of the side BC. The bisectors of the angles $\angleBAC$ and $\angleMON$ intersect at R. Prove that the circumcircles of the triangles BMR and CNR have a common point lying on the side BC.,Find the number of diagonals in a convex $9$-gon.,27
184,Geometry,5M,"IMO 2006, P1","Let ABC be triangle with incenter I. A point P in the interior of the triangle satisfies $\angleP$ BA + $\angleP$ CA $=$ $\angleP$ BC + $\angleP$ CB. Show that AP $\ge$ AI, and that equality holds if and only if P $=$ I.","In right triangle with legs $a = 9$ and $b = 12$, find the length of the hypotenuse.",15
185,Geometry,5M,"IMO 2007, P4","In triangle ABC the bisector of angle BCA intersects the circumcircle again at R, the perpendicular bisector of BC at P, and the perpendicular bisector of AC at Q. The midpoint of BC is K and the midpoint of AC is L. Prove that the triangles RPK and RQL have the same area.","A circle of radius $6$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",97
186,Geometry,5M,"IMO 2012, P1","Given triangle ABC the point J is the centre of the excircle opposite the vertex A. This excircle is tangent to the side BC at M, and to the lines AB and AC at K and L, respectively. The lines LM and BJ meet at F, and the lines KM and CJ meet at G. Let S be the point of intersection of the lines AF and BC, and let T be the point of intersection of the lines AG and BC. Prove that M is the midpoint of ST. (The excircle of ABC opposite the vertex A is the circle that is tangent to the line segment BC, to the ray AB beyond B, and to the ray AC beyond C.)","For triangle with sides $4$, $4$, $7$, find its area multiplied by 10.",80
187,Geometry,5M,"IMO 2014, P4","Let P and Q be on segment BC of an acute triangle ABC such that $\angleP$ AB $=$ $\angleBCA$ and $\angleCAQ$ $=$ $\angleABC$. Let M and N be the points on AP and AQ, respectively, such that P is the midpoint of AM and Q is the midpoint of AN. Prove that the intersection of BM and CN is on the circumference of triangle ABC.",Find the number of diagonals in a convex $7$-gon.,14
188,Geometry,5M,USAMO 2001 P4,"Let P be a point in the plane of triangle ABC such that the segments P A, P B, and P C are the sides of an obtuse triangle. Assume that in this triangle the obtuse angle opposes the side congruent to P A. Prove that $\angleBAC$ is acute.","In right triangle with legs $a = 8$ and $b = 16$, find the length of the hypotenuse.",17
189,Geometry,5M,USAMO 2003 P4,"Let ABC be a triangle. A circle passing through A and B intersects segments AC and BC at D and E, respectively. Lines AB and DE intersect at F, while lines BD and CF intersect at M. Prove that MF $=$ MC if and only if MB $\cdot$ MD $=$ $MC_2$ .","A circle of radius $3$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",24
190,Geometry,5M,USAMO 2004 P1,"Let ABCD be a quadrilateral circumscribed about a circle, whose interior and exterior angles are at least 60 degrees. Prove that 1 3 $|AB_3$ - $AD_3$ | $\le$ $|BC_3$ - $CD_3$ | $\le$ $3|AB_3$ - $AD_3$ |. When does equality hold?","For triangle with sides $3$, $8$, $7$, find its area multiplied by 10.",120
191,Geometry,5M,USAMO 2010 P1,"Let AXY ZB be a convex pentagon inscribed in a semi￾circle of diameter AB. Denote by P, Q, R, S the feet of the perpendiculars from Y onto lines AX, BX, AZ, BZ, respectively. Prove that the acute angle formed by lines P Q and RS is half the size of $\angleXOZ$, where O is the midpoint of segment AB.",Find the number of diagonals in a convex $11$-gon.,44
192,Geometry,5M,USAMO 2010 P4,"Let ABC be a triangle with $\angleA$ $=$ 90◦ . Points D and E lie on sides AC and AB, respectively, such that $\angleABD$ $=$ $\angleDBC$ and $\angleACE$ $=$ $\angleECB$. Segments BD and CE meet at I. Determine whether or not it is possible for segments AB, AC, BI, ID, CI, IE to all have integer lengths.","In right triangle with legs $a = 7$ and $b = 12$, find the length of the hypotenuse.",13
193,Geometry,5M,USAMO 2020 P1,"Let ABC be a fixed acute triangle inscribed in a circle $\omega$ with center O. A variable point $\sum$ is chosen on minor arc AB of $\omega$, and segments CX and AB meet at D. Denote by $O_1$ and $O_2$ the circumcenters of triangles ADX and BDX, respectively. Determine all points $\sum$ for which the area of triangle $OO_1O_2$ is minimized.","A circle of radius $7$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",132
194,Geometry,10M,"IMO 2000, P1","Two circles $G_1$ and $G_2$ intersect at two points M and N. Let AB be the line tangent to these circles at A and B, respectively, so that M lies closer to AB than N. Let CD be the line parallel to AB and passing through the point M, with C on $G_1$ and D on $G_2$. Lines AC and BD meet at E; lines AN and CD meet at P; lines BN and CD meet at Q. Show that EP $=$ EQ.","For triangle with sides $7$, $6$, $7$, find its area multiplied by 10.",210
195,Geometry,10M,"IMO 2001, P1","Consider an acute-angled triangle ABC. Let P be the foot of the altitude of triangle ABC issuing from the vertex A, and let O be the circumcenter of triangle ABC. Assume that $\angleC$ $\ge$ $\angleB$ + 30◦ . Prove that $\angleA$ + $\angleCOP$ $<$ 90◦ .",Find the number of diagonals in a convex $9$-gon.,27
196,Geometry,10M,"IMO 2002, P2","The circle S has center O, and BC is a diameter of S. Let A be a point of S such that $\angleAOB$ $<$ 120◦ . Let D be the midpoint of the arc AB which does not contain C. The line through O parallel to DA meets the line AC at I. The perpendicular bisector of OA meets S at E and at F. Prove that I is the incentre of the triangle CEF.","In right triangle with legs $a = 6$ and $b = 16$, find the length of the hypotenuse.",17
197,Geometry,10M,"IMO 2003, P4","Let ABCD be a cyclic quadrilateral. Let P, Q, R be the feet of the perpendiculars from D to the lines BC, CA, AB, respectively. Show that P Q $=$ QR if and only if the bisectors of $\angleABC$ and $\angleADC$ are concurrent with AC.","A circle of radius $4$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",43
198,Geometry,10M,"IMO 2008, P1","Let H be the orthocenter of an acute-angled triangle ABC. The circle $\GammaA$ centered at the midpoint of BC and passing through H inter￾sects the sideline BC at points $A_1$ and $A_2$. Similarly, define the points $B_1$, $B_2$, $C_1$ and $C_2$. Prove that the six points $A_1$, $A_2$, $B_1$, $B_2$, $C_1$ and $C_2$ are concyclic.","For triangle with sides $6$, $4$, $7$, find its area multiplied by 10.",120
199,Geometry,10M,"IMO 2010, P4","Let P be a point interior to triangle ABC (with CA $\ne$ CB). The lines AP, BP and CP meet again its circumcircle $\Gamma$ at K, L, respectively M. The tangent line at C to $\Gamma$ meets the line AB at S. Show that from SC $=$ SP follows MK $=$ ML.",Find the number of diagonals in a convex $7$-gon.,14
200,Geometry,10M,"IMO 2013, P4","Let ABC be an acute triangle with orthocenter H, and let W be a point on the side BC, lying strictly between B and C. The points M and N are the feet of the altitudes from B and C, respectively. Denote by $\omega_1$ is the circumcircle of BW N, and let $\sum$ be the point on $\omega_1$ such that W $\sum$ is a diameter of $\omega_1$. Analogously, denote by $\omega_2$ the circumcircle of triangle CWM, and let Y be the point such that W Y is a diameter of $\omega_2$. Prove that $\sum$, Y and H are collinear.","In right triangle with legs $a = 5$ and $b = 12$, find the length of the hypotenuse.",13
201,Geometry,10M,"IMO 2018, P1",Let $\Gamma$ be the circumcircle of acute triangle ABC. Points D and E are on segments AB and AC respectively such that AD $=$ AE. The perpendicular bisectors of BD and CE intersect minor arcs AB and AC of $\Gamma$ at points F and G respectively. Prove that lines DE and F G are either parallel or they are the same line.,"A circle of radius $8$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",172
202,Geometry,10M,"IMO 2020, P1",Consider the convex quadrilateral ABCD. The point P is in the interior of ABCD. The following ratio equalities hold: $\angleP$ AD : $\angleP$ BA : $\angleDP$ A $=$ 1 : 2 : 3 $=$ $\angleCBP$ : $\angleBAP$ : $\angleBP$ C Prove that the following three lines meet in a point: the internal bisectors of angles $\angleADP$ and $\angleP$ CB and the perpendicular bisector of segment AB.,"For triangle with sides $5$, $8$, $7$, find its area multiplied by 10.",200
203,Geometry,10M,USAMO 2000 P5,"Let $A_1A_2A_3$ be a triangle and let $\omega_1$ be a circle in its plane passing through $A_1$ and $A_2$. Suppose there exist circles $\omega_2$, $\omega_3$, $\ldots$ , $\omega_7$ such that for k $=$ 2, 3, $\ldots$ , 7, $\omegak$ is externally tangent to $\omegak-1$ and passes through $A_k$ and $A_k+1$, where An+3 $=$ An for all n $\ge$ 1. Prove that $\omega_7$ $=$ $\omega_1$.",Find the number of diagonals in a convex $11$-gon.,44
204,Geometry,10M,USAMO 2001 P2,"Let ABC be a triangle and let $\omega$ be its incircle. Denote by $D_1$ and $E_1$ the points where $\omega$ is tangent to sides BC and AC, respectively. Denote by $D_2$ and $E_2$ the points on sides BC and AC, respectively, such that $CD_2$ $=$ $BD_1$ and $CE_2$ $=$ $AE_1$, and denote by P the point of intersection of segments $AD_2$ and $BE_2$. Circle $\omega$ intersects segment $AD_2$ at two points, the closer of which to the vertex A is denoted by Q. Prove that AQ $=$ $D_2P$.","In right triangle with legs $a = 9$ and $b = 16$, find the length of the hypotenuse.",18
205,Geometry,10M,USAMO 2009 P1,"Given circles $\omega_1$ and $\omega_2$ intersecting at points $\sum$ and Y , let `1 be a line through the center of $\omega_1$ intersecting $\omega_2$ at points P and Q and let `2 be a line through the center of $\omega_2$ intersecting $\omega_1$ at points R and 50 S. Prove that if P, Q, R and S lie on a circle then the center of this circle lies on line XY .","A circle of radius $5$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",67
206,Geometry,10M,"USA TST 2014, P1","Let ABC be an acute triangle, and let $\sum$ be a variable interior point on the minor arc BC of its circumcircle. Let P and Q be the feet of the perpendiculars from $\sum$ to lines CA and CB, respectively. Let R be the intersection of line P Q and the perpendicular from B to AC. Let ` be the line through P parallel to XR. Prove that as $\sum$ varies along minor arc BC, the line ` always passes through a fixed point. (Specifically: prove that there is a point F, determined by triangle ABC, such that no matter where $\sum$ is on arc BC, line ` passes through F.)","For triangle with sides $4$, $6$, $7$, find its area multiplied by 10.",120
207,Geometry,10M,"USA TST 2014, P5","Let ABCD be a cyclic quadrilateral, and let E, F, G, and H be the midpoints of AB, BC, CD, and DA respectively. Let W, $\sum$, Y and Z be the orthocenters of triangles AHE, BEF, CF G and DGH, respectively. Prove that the quadrilaterals ABCD and W XY Z have the same area.",Find the number of diagonals in a convex $9$-gon.,27
208,Geometry,10M,"USA TSTST 2017, P1","Let ABC be a triangle with circumcircle $\Gamma$, circum￾center O, and orthocenter H. Assume that AB $\ne$ AC and that $\angleA$ $\ne$ 90◦ . Let M and N be the midpoints of sides AB and AC, respectively, and let E and F be the feet of the altitudes from B and C in 4ABC, respectively. Let P be the intersection of line MN with the tangent line to $\Gamma$ at A. Let Q be the intersection point, other than A, of $\Gamma$ with the circumcircle of 4AEF. Let R be the intersection of lines AQ and EF. Prove that P R $\perp$ OH.","In right triangle with legs $a = 8$ and $b = 12$, find the length of the hypotenuse.",14
209,Geometry,15M,"IMO 2001, P5","Let ABC be a triangle with $\angleBAC$ $=$ 60◦ . Let AP bisect $\angleBAC$ and let BQ bisect $\angleABC$, with P on BC and Q on AC. If AB + BP $=$ AQ + QB, what are the angles of the triangle?","A circle of radius $9$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",218
210,Geometry,15M,"IMO 2007, P2","Consider five points A, B, C, D and E such that ABCD is a parallelogram and BCED is a cyclic quadrilateral. Let ` be a line passing through A. Suppose that ` intersects the interior of the segment DC at F and intersects line BC at G. Suppose also that EF $=$ EG $=$ EC. Prove 51 that ` is the bisector of angle DAB.","For triangle with sides $3$, $4$, $7$, find its area multiplied by 10.",60
211,Geometry,15M,"IMO 2009, P2","Let ABC be a triangle with circumcentre O. The points P and Q are interior points of the sides CA and AB respectively. Let K, L and M be the midpoints of the segments BP, CQ and P Q. respectively, and let $\Gamma$ be the circle passing through K, L and M. Suppose that the line P Q is tangent to the circle $\Gamma$. Prove that OP $=$ OQ.",Find the number of diagonals in a convex $7$-gon.,14
212,Geometry,15M,"IMO 2009, P4","Let ABC be a triangle with AB $=$ AC . The angle bisectors of $\angleCAB$ and $\angleABC$ meet the sides BC and CA at D and E , respectively. Let K be the incentre of triangle ADC. Suppose that $\angleBEK$ $=$ 45◦ . Find all possible values of $\angleCAB$ .","In right triangle with legs $a = 7$ and $b = 16$, find the length of the hypotenuse.",17
213,Geometry,15M,"IMO 2015, P4","Triangle ABC has circumcircle $\Omega$ and circumcenter O. A circle $\Gamma$ with center A intersects the segment BC at points D and E, such that B, D, E, and C are all different and lie on line BC in this order. Let F and G be the points of intersection of $\Gamma$ and $\Omega$, such that A, F, B, C, and G lie on $\Omega$ in this order. Let K be the second point of intersection of the circumcircle of triangle BDF and the segment AB. Let L be the second point of intersection of the circumcircle of triangle CGE and the segment CA. Suppose that the lines FK and GL are different and intersect at the point $\sum$. Prove that $\sum$ lies on the line AO.","A circle of radius $6$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",97
214,Geometry,15M,"IMO 2016, P1","Triangle BCF has a right angle at B. Let A be the point on line CF such that F A $=$ F B and F lies between A and C. Point D is chosen so that DA $=$ DC and AC is the bisector of $\angleDAB$. Point E is chosen so that EA $=$ ED and AD is the bisector of $\angleEAC$. Let M be the midpoint of CF. Let $\sum$ be the point such that AMXE is a parallelogram. Prove that BD, F $\sum$ and ME are concurrent.","For triangle with sides $7$, $8$, $7$, find its area multiplied by 10.",280
215,Geometry,15M,"IMO 2017, P4",Let R and S be different points on a circle $\Omega$ such that RS is not a diameter. Let ` be the tangent line to $\Omega$ at R. Point T is such that S is the midpoint of the line segment RT. Point J is chosen on the shorter arc RS of $\Omega$ so that the circumcircle $\Gamma$ of triangle JST intersects ` at two distinct points. Let A be the common point of $\Gamma$ and ` that is closer to R. 52 Line AJ meets $\Omega$ again at K. Prove that the line KT is tangent to $\Gamma$.,Find the number of diagonals in a convex $11$-gon.,44
216,Geometry,15M,USAMO 2006 P6,"Let ABCD be a quadrilateral, and let E and F be points on sides AD and BC, respectively, such that AE ED $=$ BF F C . Ray F E meets rays BA and CD at S and T, respectively. Prove that the circumcircles of triangles SAE, SBF, T CF, and T DE pass through a common point.","In right triangle with legs $a = 6$ and $b = 12$, find the length of the hypotenuse.",13
217,Geometry,15M,USAMO 2007 P2,"A square grid on the Euclidean plane consists of all points (m, n), where m and n are integers. Is it possible to cover all grid points by an infinite family of discs with non-overlapping interiors if each disc in the family has radius at least 5?","A circle of radius $3$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",24
218,Geometry,15M,USAMO 2013 P1,"In triangle ABC, points P, Q, R lie on sides BC, CA, AB respectively. Let $\omegaA$, $\omegaB$, $\omegaC$ denote the circumcircles of triangles AQR, BRP, CP Q, respectively. Given the fact that segment AP intersects $\omegaA$, $\omegaB$, $\omegaC$ again at $\sum$, Y , Z, respectively, prove that Y $\sum/XZ$ $=$ BP/P C.","For triangle with sides $6$, $6$, $7$, find its area multiplied by 10.",180
219,Geometry,15M,USAMO 2015 P2,"Quadrilateral AP BQ is inscribed in circle $\omega$ with $\angleP$ $=$ $\angleQ$ $=$ 90◦ and AP $=$ AQ $<$ BP. Let $\sum$ be a variable point on segment P Q. Line AX meets $\omega$ again at S (other than A). Point T lies on arc AQB of $\omega$ such that XT is perpendicular to AX. Let M denote the midpoint of chord ST. As $\sum$ varies on segment P Q, show that M moves along a circle.",Find the number of diagonals in a convex $9$-gon.,27
220,Geometry,15M,"USA TSTST 2014, P2","Consider a convex pentagon circumscribed about a circle. We name the lines that connect vertices of the pentagon with the opposite points of tangency with the circle gergonnians. (a) Prove that if four gergonnians are conncurrent, the all five of them are concurrent. (b) Prove that if there is a triple of gergonnians that are concurrent, then there is another triple of gergonnians that are concurrent.","In right triangle with legs $a = 5$ and $b = 16$, find the length of the hypotenuse.",16
221,Geometry,15M,"USA TSTST 2017, P5","Let ABC be a triangle with incenter I. Let D be a point on side BC and let $\omegaB$ and $\omegaC$ be the incircles of 4ABD and 4ACD, respectively. Suppose that $\omegaB$ and $\omegaC$ are tangent to segment BC at points E and F, respectively. Let P be the intersection of segment AD with the 53 line joining the centers of $\omegaB$ and $\omegaC$. Let $\sum$ be the intersection point of lines BI and CP and let Y be the intersection point of lines CI and BP. Prove that lines EX and F Y meet on the incircle of 4ABC.","A circle of radius $7$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",132
222,Geometry,20M,"IMO 2004, P5","In a convex quadrilateral ABCD, the diagonal BD bisects neither the angle ABC nor the angle CDA. The point P lies inside ABCD and satisfies $\angleP$ BC $=$ $\angleDBA$ and $\angleP$ DC $=$ $\angleBDA$. Prove that ABCD is a cyclic quadrilateral if and only if AP $=$ CP.","For triangle with sides $5$, $4$, $7$, find its area multiplied by 10.",100
223,Geometry,20M,"IMO 2005, P1","Six points are chosen on the sides of an equilateral triangle ABC: $A_1$, $A_2$ on BC, $B_1$, $B_2$ on CA and $C_1$, $C_2$ on AB, such that they are the vertices of a convex hexagon $A_1A_2B_1B_2C_1C_2$ with equal side lengths. Prove that the lines $A_1B_2$, $B_1C_2$ and $C_1A_2$ are concurrent.",Find the number of diagonals in a convex $7$-gon.,14
224,Geometry,20M,"IMO 2010, P2","Given a triangle ABC, with I as its incenter and $\Gamma$ as its circumcircle, AI intersects $\Gamma$ again at D. Let E be a point on the arc BDC, and F a point on the segment BC, such that $\angleBAF$ $=$ $\angleCAE$ $<$ 1 2 $\angleBAC$. If G is the midpoint of IF, prove that the meeting point of the lines EI and DG lies on $\Gamma$.","In right triangle with legs $a = 9$ and $b = 12$, find the length of the hypotenuse.",15
225,Geometry,20M,USAMO 2005 P3,"Let ABC be an acute-angled triangle, and let P and Q be two points on its side BC. Construct a point $C_1$ in such a way that the convex quadrilateral AP $BC_1$ is cyclic, $QC_1$ k CA, and $C_1$ and Q lie on opposite sides of line AB. Construct a point $B_1$ in such a way that the convex quadrilateral AP $CB_1$ is cyclic, $QB_1$ k BA, and $B_1$ and Q lie on opposite sides of line AC. Prove that the points $B_1$, $C_1$, P, and Q lie on a circle.","A circle of radius $4$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",43
226,Geometry,20M,USAMO 2011 P5,"Let P be a given point inside quadrilateral ABCD. Points $Q_1$ and $Q_2$ are located within ABCD such that $\angleQ_1BC$ $=$ $\angleABP$, $\angleQ_1CB$ $=$ $\angleDCP$, 54 $\angleQ_2AD$ $=$ $\angleBAP$, $\angleQ_2DA$ $=$ $\angleCDP$. Prove that $Q_1Q_2$ k AB if and only if $Q_1Q_2$ k CD.","For triangle with sides $4$, $8$, $7$, find its area multiplied by 10.",160
227,Geometry,20M,"USA TST 2015, P1","Let ABC be a non-isosceles triangle with incenter I whose incircle is tangent to BC, CA, AB at D, E, F, respectively. Denote by M the midpoint of BC. Let Q be a point on the incircle such that $\angleAQD$ $=$ 90◦ . Let P be the point inside the triangle on line AI for which MD $=$ MP. Prove that either $\angleP$ QE $=$ 90◦ or $\angleP$ QF $=$ 90◦ .",Find the number of diagonals in a convex $11$-gon.,44
228,Geometry,20M,"USA TST 2016, P2","Let ABC be a scalene triangle with circumcircle $\Omega$, and suppose the incircle of ABC touches BC at D. The angle bisector of $\angleA$ meets BC and $\Omega$ at E and F. The circumcircle of 4DEF intersects the A-excircle at $S_1$, $S_2$, and $\Omega$ at T $\ne$ F. Prove that line AT passes through either $S_1$ or $S_2$.","In right triangle with legs $a = 8$ and $b = 16$, find the length of the hypotenuse.",17
229,Geometry,20M,"USA TST 2019, P1","Let ABC be a triangle and let M and N denote the midpoints of AB and AC, respectively. Let $\sum$ be a point such that AX is tangent to the circumcircle of triangle ABC. Denote by $\omegaB$ the circle through M and B tangent to MX, and by $\omegaC$ the circle through N and C tangent to NX. Show that $\omegaB$ and $\omegaC$ intersect on line BC.","A circle of radius $8$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",172
230,Geometry,20M,"USA TSTST 2015, P2","Let ABC be a scalene triangle. Let Ka, La and Ma be the respective intersections with BC of the internal angle bisector, external angle bisector, and the median from A. The circumcircle of AKaLa intersects AMa a second time at point Xa different from A. Define Xb and Xc analogously. Prove that the circumcenter of XaXbXc lies on the Euler line of ABC. (The Euler line of ABC is the line passing through the circumcenter, centroid, and orthocenter of ABC.)","For triangle with sides $3$, $6$, $7$, find its area multiplied by 10.",90
231,Geometry,20M,"USA TSTST 2018, P5","Let ABC be an acute triangle with circumcircle $\omega$, and let H be the foot of the altitude from A to BC. Let P and Q be the points on $\omega$ with P A $=$ P H and QA $=$ QH. The tangent to $\omega$ at P intersects lines AC and AB at $E_1$ and $F_1$ respectively; the tangent to $\omega$ at Q intersects lines AC and AB at $E_2$ and $F_2$ respectively. Show that the circumcircles of $4AE_1F_1$ and $4AE_2F_2$ are congruent, and the line through their centers is parallel to the tangent to $\omega$ at A. 55",Find the number of diagonals in a convex $9$-gon.,27
232,Geometry,20M,"USA TSTST 2019, P2","Let ABC be an acute triangle with circumcircle $\Omega$ and orthocenter H. Points D and E lie on segments AB and AC respectively, such that AD $=$ AE. The lines through B and C parallel to DE intersect $\Omega$ again at P and Q, respectively. Denote by $\omega$ the circumcircle of 4ADE. - Show that lines P E and QD meet on $\omega$. - Prove that if $\omega$ passes through H, then lines P D and QE meet on $\omega$ as well.","In right triangle with legs $a = 7$ and $b = 12$, find the length of the hypotenuse.",13
233,Geometry,25M,"IMO 2005, P5","Let ABCD be a fixed convex quadrilateral with BC $=$ DA and BC not parallel with DA. Let two variable points E and F lie of the sides BC and DA, respectively and satisfy BE $=$ DF. The lines AC and BD meet at P, the lines BD and EF meet at Q, the lines EF and AC meet at R. Prove that the circumcircles of the triangles P QR, as E and F vary, have a common point other than P.","A circle of radius $5$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",67
234,Geometry,25M,"IMO 2012, P5","Let ABC be a triangle with $\angleBCA$ $=$ 90◦ , and let D be the foot of the altitude from C. Let $\sum$ be a point in the interior of the segment CD. Let K be the point on the segment AX such that BK $=$ BC. Similarly, let L be the point on the segment BX such that AL $=$ AC. Let M be the point of intersection of AL and BK. Show that MK $=$ ML.","For triangle with sides $7$, $4$, $7$, find its area multiplied by 10.",140
235,Geometry,25M,"IMO 2015, P3","Let ABC be an acute triangle with AB $>$ AC. Let $\Gamma$ be its circumcircle, H its orthocenter, and F the foot of the altitude from A. Let M be the midpoint of BC. Let Q be the point on $\Gamma$ such that $\angleHQA$ $=$ 90◦ and let K be the point on $\Gamma$ such that $\angleHKQ$ $=$ 90◦ . Assume that the points A, B, C, K and Q are all different and lie on $\Gamma$ in this order. Prove that the circumcircles of triangles KQH and FKM are tangent to each other.",Find the number of diagonals in a convex $7$-gon.,14
236,Geometry,25M,"IMO 2019, P2","In triangle ABC, point $A_1$ lies on side BC and point $B_1$ lies on side AC. Let P and Q be points on segments $AA_1$ and $BB_1$, respectively, such that P Q is parallel to AB. Let $P_1$ be a point on line P $B_1$, such that $B_1$ lies strictly between P and $P_1$, and $\angleP$ $P_1C$ $=$ $\angleBAC$. Similarly, let $Q_1$ be the point on line $QA_1$, such that $A_1$ lies strictly between Q and $Q_1$, and $\angleCQ_1Q$ $=$ $\angleCBA$. Prove that points P, Q, $P_1$, and $Q_1$ are concyclic.","In right triangle with legs $a = 6$ and $b = 16$, find the length of the hypotenuse.",17
237,Geometry,25M,USAMO 2003 P2,A convex polygon P in the plane is dissected into smaller convex polygons by drawing all of its diagonals. The lengths of all sides and all diagonals of the polygon P are rational numbers. Prove that the lengths of all sides of all polygons in the dissection are also rational numbers.,"A circle of radius $9$ is inscribed in a square. Find the area of the region inside the square but outside the circle, multiplied by $\pi$.",218
238,Geometry,25M,USAMO 2008 P2,"Let ABC be an acute, scalene triangle, and let M, N, and P be the midpoints of BC, CA, and AB, respectively. Let the perpendicular bisectors of AB and AC intersect ray AM in points D and E respectively, and let lines BD and CE intersect in point F, inside of triangle ABC. Prove that points A, N, F, and P all lie on one circle.","For triangle with sides $6$, $8$, $7$, find its area multiplied by 10.",240
239,Geometry,25M,USAMO 2009 P5,"Trapezoid ABCD, with AB||CD, is inscribed in circle $\omega$ and point G lies inside triangle BCD. Rays AG and BG meet $\omega$ again at points P and Q, respectively. Let the line through G parallel to AB intersects BD and BC at points R and S, respectively. Prove that quadrilateral P QRS is cyclic if and only if BG bisects $\angleCBD$.",Find the number of diagonals in a convex $11$-gon.,44
240,Geometry,25M,USAMO 2012 P5,"Let P be a point in the plane of 4ABC, and $\gamma$ a line passing through P. Let $A_0$ , $B_0$ , $C_0$ be the points where the reflections of lines P A, P B, P C with respect to $\gamma$ intersect lines BC, AC, AB respectively. Prove that $A_0$ , $B_0$ , $C_0$ are collinear.","In right triangle with legs $a = 5$ and $b = 12$, find the length of the hypotenuse.",13
