id,subject,mohs,source,original,original_latex
64,Geometry,25M,"USA TSTST 2019, P5","Let ABC be an acute triangle with orthocenter H and circumcircle Γ. A line through H intersects segments AB and AC at E and F, respectively. Let K be the circumcenter of (cid:52)AEF, and suppose line AK intersects Γ again at a point D. Prove that line HK and the line through D perpendicular to BC meet on Γ.","Let ABC be an acute triangle with orthocenter H and circumcircle Γ. A line through H intersects segments AB and AC at E and F, respectively. Let K be the circumcenter of (cid:52)AEF, and suppose line AK intersects Γ again at a point D. Prove that line HK and the line through D perpendicular to BC meet on Γ."
65,Geometry,30M,"USA TST 2017, P5","Let ABC be a triangle with altitude AE. The A- excircle touches BC at D, and intersects the circumcircle at two points F and G. Prove that one can select points V and N on lines DG and DF such that quadrilateral EV AN is a rhombus.","Let ABC be a triangle with altitude AE. The A- excircle touches BC at D, and intersects the circumcircle at two points F and G. Prove that one can select points V and \mathbb{N} on lines DG and DF such that quadrilateral EV AN is a rhombus."
66,Geometry,30M,"USA TST 2018, P5","Let ABCD be a convex cyclic quadrilateral which is not a kite, but whose diagonals are perpendicular and meet at H. Denote by M and N the midpoints of BC and CD. Rays MH and NH meet AD and AB at S and T, respectively. Prove that there exists a point E, lying outside quadrilateral ABCD, such that • ray EH bisects both angles \angleBES, \angleTED, and • \angleBEN = \angleMED.","Let ABCD be a convex cyclic quadrilateral which is not a kite, but whose diagonals are perpendicular and meet at H. Denote by M and \mathbb{N} the midpoints of BC and CD. Rays MH and NH meet AD and AB at S and T, respectively. Prove that there exists a point E, lying outside quadrilateral ABCD, such that • ray EH bisects both angles \angleBES, \angleTED, and • \angleBEN = \angleMED."
67,Geometry,30M,"USA TSTST 2016, P2","Let ABC be a scalene triangle with orthocenter H and circumcenter O. Denote by M, N the midpoints of AH, BC. Suppose the circle γ with diameter AH meets the circumcircle of ABC at G \neq= A, and meets line AN at a point Q \neq= A. The tangent to γ at G meets line OM at P. Show that the circumcircles of (cid:52)GNQ and (cid:52)MBC intersect at a point T on PN.","Let ABC be a scalene triangle with orthocenter H and circumcenter O. Denote by M, \mathbb{N} the midpoints of AH, BC. Suppose the circle γ with diameter AH meets the circumcircle of ABC at G \neq= A, and meets line AN at a point \mathbb{Q} \neq= A. The tangent to γ at G meets line OM at P. Show that the circumcircles of (cid:52)GNQ and (cid:52)MBC intersect at a point T on PN."
68,Geometry,30M,"USA TSTST 2018, P3","Let ABC be an acute triangle with incenter I, circumcenter O, and circumcircle Γ. Let M be the midpoint of AB. Ray AI meets BC at D. Denote by ω and γ the circumcircles of (cid:52)BIC and (cid:52)BAD, respectively. Line MO meets ω at X and Y , while line CO meets ω at C and Q. Assume that Q lies inside (cid:52)ABC and \angleAQM = \angleACB. Consider the tangents to ω at X and Y and the tangents to γ at A and D. Given that \angleBAC \neq= 60^\circ, prove that these four lines are concurrent on Γ.","Let ABC be an acute triangle with incenter I, circumcenter O, and circumcircle Γ. Let M be the midpoint of AB. Ray AI meets BC at D. Denote by ω and γ the circumcircles of (cid:52)BIC and (cid:52)BAD, respectively. Line MO meets ω at X and Y , while line CO meets ω at C and \mathbb{Q}. Assume that \mathbb{Q} lies inside (cid:52)ABC and \angleAQM = \angleACB. Consider the tangents to ω at X and Y and the tangents to γ at A and D. Given that \angleBAC \neq= 60^\circ, prove that these four lines are concurrent on Γ."
69,Geometry,35M,"IMO 2000, P6","Let AH ,BH ,CH be the altitudes of an acute angled 1 2 3 triangle ABC. Its incircle touches the sides BC,AC and AB at T ,T and 1 2 T respectively. Consider the symmetric images of the lines H H ,H H and 3 1 2 2 3 59 H H with respect to the lines T T ,T T and T T . Prove that these images 3 1 1 2 2 3 3 1 form a triangle whose vertices lie on the incircle of ABC.","Let AH ,BH ,CH be the altitudes of an acute angled 1 2 3 triangle ABC. Its incircle touches the sides BC,AC and AB at T ,T and 1 2 T respectively. Consider the symmetric images of the lines H H ,H H and 3 1 2 2 3 59 H H with respect to the lines T T ,T T and T T . Prove that these images 3 1 1 2 2 3 3 1 form a triangle whose vertices lie on the incircle of ABC."
70,Geometry,35M,"IMO 2013, P3","Let ABC be an acute triangle with orthocenter H, and let W be a point on the side BC, lying strictly between B and C. The points M and N are the feet of the altitudes from B and C, respectively. Denote by ω is the circumcircle of BWN, and let X be the point on ω such that WX 1 1 is a diameter of ω . Analogously, denote by ω the circumcircle of triangle 1 2 CWM, and let Y be the point such that WY is a diameter of ω . Prove 2 that X,Y and H are collinear.","Let ABC be an acute triangle with orthocenter H, and let W be a point on the side BC, lying strictly between B and C. The points M and \mathbb{N} are the feet of the altitudes from B and C, respectively. Denote by ω is the circumcircle of BWN, and let X be the point on ω such that WX 1 1 is a diameter of ω . Analogously, denote by ω the circumcircle of triangle 1 2 CWM, and let Y be the point such that WY is a diameter of ω . Prove 2 that X,Y and H are collinear."
71,Geometry,35M,"IMO 2019, P6","Let I be the incentre of acute triangle ABC with AB \neq= AC. The incircle ω of ABC is tangent to sides BC,CA, and AB at D,E, and F, respectively. The line through D perpendicular to EF meets ω at R. Line AR meets ω again at P. The circumcircles of triangle PCE and PBF meet again at Q. Prove that lines DI and PQ meet on the line through A perpendicular to AI.","Let I be the incentre of acute triangle ABC with AB \neq= AC. The incircle ω of ABC is tangent to sides BC,CA, and AB at D,E, and F, respectively. The line through D perpendicular to EF meets ω at \mathbb{R}. Line AR meets ω again at P. The circumcircles of triangle PCE and PBF meet again at \mathbb{Q}. Prove that lines DI and PQ meet on the line through A perpendicular to AI."
72,Geometry,35M,USAMO 2007 P6,"Let ABC be an acute triangle with ω,S, and R being its incircle, circumcircle, and circumradius, respectively. Circle ω is tangent in- A ternally to S at A and tangent externally to ω. Circle S is tangent internally A to S at A and tangent internally to ω. Let P and Q denote the centers of A A ω and S , respectively. Define points P ,Q ,P ,Q analogously. Prove A A B B C C that 8P Q \cdot P Q \cdot P Q \le R3 , A A B B C C","Let ABC be an acute triangle with ω,S, and \mathbb{R} being its incircle, circumcircle, and circumradius, respectively. Circle ω is tangent in- A ternally to S at A and tangent externally to ω. Circle S is tangent internally A to S at A and tangent internally to ω. Let P and \mathbb{Q} denote the centers of A A ω and S , respectively. Define points P ,\mathbb{Q} ,P ,\mathbb{Q} analogously. Prove A A B B C C that 8P \mathbb{Q} \cdot P \mathbb{Q} \cdot P \mathbb{Q} \le R3 , A A B B C C"
73,Geometry,35M,USAMO 2017 P3,"Let ABC be a scalene triangle with circumcircle Ω and incenter I. Ray AI meets BC at D and meets Ω again at M; the circle with diameter DM cuts Ω again at K. Lines MK and BC meet at S, and N is the midpoint of IS. The circumcircles of (cid:52)KID and (cid:52)MAN intersect at points L and L . Prove that Ω passes through the midpoint of either IL 1 2 1 or IL . 2","Let ABC be a scalene triangle with circumcircle Ω and incenter I. Ray AI meets BC at D and meets Ω again at M; the circle with diameter DM cuts Ω again at K. Lines MK and BC meet at S, and \mathbb{N} is the midpoint of IS. The circumcircles of (cid:52)KID and (cid:52)MAN intersect at points L and L . Prove that Ω passes through the midpoint of either IL 1 2 1 or IL . 2"
74,Geometry,35M,"USA TST 2015, P6","Let ABC be a non-equilateral triangle and let M , a M , M be the midpoints of the sides BC, CA, AB, respectively. Let S be b c 60 a point lying on the Euler line. Denote by X, Y , Z the second intersections of M S, M S, M S with the nine-point circle. Prove that AX, BY , CZ are a b c concurrent.","Let ABC be a non-equilateral triangle and let M , a M , M be the midpoints of the sides BC, CA, AB, respectively. Let S be b c 60 a point lying on the Euler line. Denote by X, Y , \mathbb{Z} the second intersections of M S, M S, M S with the nine-point circle. Prove that AX, BY , CZ are a b c concurrent."
75,Geometry,35M,"USA TST 2020, P2","Two circles Γ and Γ have common external tangents 1 2 \ell and \ell meeting at T. Suppose \ell touches Γ at A and \ell touches Γ at 1 2 1 1 2 2 B. A circle Ω through A and B intersects Γ again at C and Γ again at D, 1 2 such that quadrilateral ABCD is convex. Suppose lines AC and BD meet at point X, while lines AD and BC meet at point Y . Show that T, X, Y are collinear.","Two circles Γ and Γ have common external tangents 1 2 \ell and \ell meeting at T. Suppose \ell touches Γ at A and \ell touches Γ at 1 2 1 1 2 2 B. A circle Ω through A and B intersects Γ again at C and Γ again at D, 1 2 such that quadrilateral ABCD is convex. Suppose lines AC and BD meet at point X, while lines AD and BC meet at point Y . Show that T, X, Y are collinear."
76,Geometry,40M,"IMO 2003, P3",Each pair of opposite sides of a convex hexagon has the \sqrt 3 following property: the distance between their midpoints is equal to 2 times the sum of their lengths. Prove that all the angles of the hexagon are equal.,Each pair of opposite sides of a convex hexagon has the \sqrt 3 following property: the distance between their midpoints is equal to 2 times the sum of their lengths. Prove that all the angles of the hexagon are equal.
77,Geometry,40M,"IMO 2008, P6","Let ABCD be a convex quadrilateral with BA \neq= BC. Denote the incircles of triangles ABC and ADC by ω and ω respectively. 1 2 Suppose that there exists a circle ω tangent to ray BA beyond A and to the ray BC beyond C, which is also tangent to the lines AD and CD. Prove that the common external tangents to ω and ω intersect on ω. 1 2","Let ABCD be a convex quadrilateral with BA \neq= BC. Denote the incircles of triangles ABC and ADC by ω and ω respectively. 1 2 Suppose that there exists a circle ω tangent to ray BA beyond A and to the ray BC beyond C, which is also tangent to the lines AD and CD. Prove that the common external tangents to ω and ω intersect on ω. 1 2"
78,Geometry,40M,"IMO 2014, P3","Convex quadrilateral ABCD has \angleABC = \angleCDA = 90^\circ. Point H is the foot of the perpendicular from A to BD. Points S and T lie on sides AB and AD, respectively, such that H lies inside triangle SCT and \angleCHS - \angleCSB = 90^\circ, \angleTHC - \angleDTC = 90^\circ. Prove that line BD is tangent to the circumcircle of triangle TSH.","Convex quadrilateral ABCD has \angleABC = \angleCDA = 90^\circ. Point H is the foot of the perpendicular from A to BD. Points S and T lie on sides AB and AD, respectively, such that H lies inside triangle SCT and \angleCHS - \angleCSB = 90^\circ, \angleTHC - \angleDTC = 90^\circ. Prove that line BD is tangent to the circumcircle of triangle TSH."
79,Geometry,40M,USAMO 2011 P3,"In hexagon ABCDEF, which is nonconvex but not self- intersecting, no pair of opposite sides are parallel. The internal angles satisfy \angleA = 3\angleD, \angleC = 3\angleF, and \angleE = 3\angleB. Furthermore AB = DE, 61 BC = EF, and CD = FA. Prove that diagonals AD, BE, and CF are concurrent.","In hexagon ABCDEF, which is nonconvex but not self- intersecting, no pair of opposite sides are parallel. The internal angles satisfy \angleA = 3\angleD, \angleC = 3\angleF, and \angleE = 3\angleB. Furthermore AB = DE, 61 BC = EF, and CD = FA. Prove that diagonals AD, BE, and CF are concurrent."
80,Geometry,40M,"USA TST 2016, P6","Let ABC be an acute scalene triangle and let P be a point in its interior. Let A , B , C be projections of P onto triangle sides 1 1 1 BC, CA, AB, respectively. Find the locus of points P such that AA , BB , 1 1 CC are concurrent and \anglePAB + \anglePBC + \anglePCA = 90^\circ. 1","Let ABC be an acute scalene triangle and let P be a point in its interior. Let A , B , C be projections of P onto triangle sides 1 1 1 BC, CA, AB, respectively. Find the locus of points P such that AA , BB , 1 1 CC are concurrent and \anglePAB + \anglePBC + \anglePCA = 90^\circ. 1"
81,Geometry,40M,"USA TST 2019, P6","Let ABC be a triangle with incenter I, and let D be a point on line BC satisfying \angleAID = 90^\circ. Let the excircle of triangle ABC opposite the vertex A be tangent to BC at A . Define points B on CA and 1 1 C on AB analogously, using the excircles opposite B and C, respectively. 1 Prove that if quadrilateral AB A C is cyclic, then AD is tangent to the 1 1 1 circumcircle of (cid:52)DB C . 1 1","Let ABC be a triangle with incenter I, and let D be a point on line BC satisfying \angleAID = 90^\circ. Let the excircle of triangle ABC opposite the vertex A be tangent to BC at A . Define points B on CA and 1 1 C on AB analogously, using the excircles opposite B and C, respectively. 1 Prove that if quadrilateral AB A C is cyclic, then AD is tangent to the 1 1 1 circumcircle of (cid:52)DB C . 1 1"
82,Geometry,40M,"USA TSTST 2019, P9","Let ABC be a triangle with incenter I. Points K and L are chosen on segment BC such that the incircles of (cid:52)ABK and (cid:52)ABL are tangent at P, and the incircles of (cid:52)ACK and (cid:52)ACL are tangent at Q. Prove that IP = IQ.","Let ABC be a triangle with incenter I. Points K and L are chosen on segment BC such that the incircles of (cid:52)ABK and (cid:52)ABL are tangent at P, and the incircles of (cid:52)ACK and (cid:52)ACL are tangent at \mathbb{Q}. Prove that IP = IQ."
83,Geometry,45M,"IMO 2002, P6","Let n \ge 3 be a positive integer. Let C ,C ,C ,...,C be 1 2 3 n unit circles in the plane, with centres O ,O ,O ,...,O respectively. If no 1 2 3 n line meets more than two of the circles, prove that \sum 1 (n - 1)π \le . O O_4 i j 1\lei<j\len","Let n \ge 3 be a positive integer. Let C ,C ,C ,\\ldots,C be 1 2 3 n unit circles in the plane, with centres O ,O ,O ,\\ldots,O respectively. If no 1 2 3 n line meets more than two of the circles, prove that \sum 1 (n - 1)π \le . O O_4 i j 1\lei<j\len"
84,Geometry,45M,"IMO 2011, P6","Let ABC be an acute triangle with circumcircle Γ. Let \ell be a tangent line to Γ, and let \ell ,\ell and \ell be the lines obtained by reflecting a b c \ell in the lines BC, CA and AB, respectively. Show that the circumcircle of the triangle determined by the lines \ell ,\ell and \ell is tangent to the circle Γ. a b c","Let ABC be an acute triangle with circumcircle Γ. Let \ell be a tangent line to Γ, and let \ell ,\ell and \ell be the lines obtained by reflecting a b c \ell in the lines BC, CA and AB, respectively. Show that the circumcircle of the triangle determined by the lines \ell ,\ell and \ell is tangent to the circle Γ. a b c"
85,Geometry,45M,"IMO 2018, P6",A convex quadrilateral ABCD satisfies AB\cdotCD = BC\cdotDA. Point X lies inside ABCD so that \angleXAB = \angleXCD and \angleXBC = \angleXDA. Prove that \angleBXA + \angleDXC = 180^\circ.,A convex quadrilateral ABCD satisfies AB\cdotCD = BC\cdotDA. Point X lies inside ABCD so that \angleXAB = \angleXCD and \angleXBC = \angleXDA. Prove that \angleBXA + \angleDXC = 180^\circ.
86,Geometry,45M,USAMO 2016 P3,"Let (cid:52)ABC be an acute triangle, and let I ,I , and O B C denote its B-excenter, C-excenter, and circumcenter, respectively. Points E and Y are selected on AC such that \angleABY = \angleCBY and BE ⊥ AC. Similarly, points F and Z are selected on AB such that \angleACZ = \angleBCZ and CF ⊥ AB. ←-\to ←-\to Lines I F and I E meet at P. Prove that PO and Y Z are perpendicular. B C","Let (cid:52)ABC be an acute triangle, and let I ,I , and O B C denote its B-excenter, C-excenter, and circumcenter, respectively. Points E and Y are selected on AC such that \angleABY = \angleCBY and BE ⊥ AC. Similarly, points F and \mathbb{Z} are selected on AB such that \angleACZ = \angleBCZ and CF ⊥ AB. ←-\to ←-\to Lines I F and I E meet at P. Prove that PO and Y \mathbb{Z} are perpendicular. B C"
87,Geometry,45M,USAMO 2016 P5,"An equilateral pentagon AMNPQ is inscribed in triangle ABC such that M \in AB, Q \in AC, and N,P \in BC. Let S be the ←-\to ←\to intersection of MN and PQ. Denote by \ell the angle bisector of \angleMSQ. Prove that OI is parallel to \ell, where O is the circumcenter of triangle ABC, and I is the incenter of triangle ABC.","An equilateral pentagon AMNPQ is inscribed in triangle ABC such that M \in AB, \mathbb{Q} \in AC, and \mathbb{N},P \in BC. Let S be the ←-\to ←\to intersection of MN and PQ. Denote by \ell the angle bisector of \angleMSQ. Prove that OI is parallel to \ell, where O is the circumcenter of triangle ABC, and I is the incenter of triangle ABC."
88,Geometry,45M,"USA TSTST 2016, P6","Let ABC be a triangle with incenter I, and whose incircle is tangent to BC, CA, AB at D, E, F, respectively. Let K be the foot of the altitude from D to EF. Suppose that the circumcircle of (cid:52)AIB meets the incircle at two distinct points C and C , while the circumcircle of 1 2 (cid:52)AIC meets the incircle at two distinct points B and B . Prove that the 1 2 radical axis of the circumcircles of (cid:52)BB B and (cid:52)CC C passes through 1 2 1 2","Let ABC be a triangle with incenter I, and whose incircle is tangent to BC, CA, AB at D, E, F, respectively. Let K be the foot of the altitude from D to EF. Suppose that the circumcircle of (cid:52)AIB meets the incircle at two distinct points C and C , while the circumcircle of 1 2 (cid:52)AIC meets the incircle at two distinct points B and B . Prove that the 1 2 radical axis of the circumcircles of (cid:52)BB B and (cid:52)CC C passes through 1 2 1 2"
89,Geometry,55M,"USA TST 2020, P6","Let P P \cdot\cdot\cdotP be a cyclic 100-gon and let P = P 1 2 100 i i+100 for all i. Define Q as the intersection of diagonals P P and P P for i i-2 i+1 i-1 i+2 all integers i. Suppose there exists a point P satisfying PP ⊥ P P for all integers i. i i-1 i+1 Prove that the points Q ,Q ,...,Q are concyclic. 1 2 100","Let P P \cdot\cdot\cdotP be a cyclic 100-gon and let P = P 1 2 100 i i+100 for all i. Define \mathbb{Q} as the intersection of diagonals P P and P P for i i-2 i+1 i-1 i+2 all integers i. Suppose there exists a point P satisfying PP ⊥ P P for all integers i. i i-1 i+1 Prove that the points \mathbb{Q} ,\mathbb{Q} ,\\ldots,\mathbb{Q} are concyclic. 1 2 100"
1,Number Theory,0M,USAMO 2003 P1,Prove that for every positive integer n there exists an n-digit number divisible by 5n all of whose digits are odd.,Prove that for every positive integer n there exists an n-digit number divisible by 5n all of whose digits are odd.
2,Number Theory,5M,"IMO 2002, P4","Let n \ge 2 be a positive integer, with divisors 1 = d < d < ... < d = n. 1 2 k Prove that d d +d d + ... +d d is always less than n2, and determine 1 2 2 3 k-1 k when it is a divisor of n2.","Let n \ge 2 be a positive integer, with divisors 1 = d < d < \\ldots < d = n. 1 2 k Prove that d d +d d + \\ldots +d d is always less than n2, and determine 1 2 2 3 k-1 k when it is a divisor of n2."
3,Number Theory,5M,"IMO 2009, P1","Let n be a positive integer and let a ,a ,a ,...,a (k \ge 2) 1 2 3 k be distinct integers in the set 1,2,...,n such that n divides a (a -1) for i i+1 i = 1,2,...,k - 1. Prove that n does not divide a (a - 1). k_1","Let n be a positive integer and let a ,a ,a ,\\ldots,a (k \ge 2) 1 2 3 k be distinct integers in the set 1,2,\\ldots,n such that n divides a (a -1) for i i+1 i = 1,2,\\ldots,k - 1. Prove that n does not divide a (a - 1). k_1"
4,Number Theory,5M,"IMO 2013, P1","Assume that k and n are two positive integers. Prove that there exist positive integers m ,...,m such that 1 k ( ) ( ) 2k - 1 1 1 1 + = 1 + \cdot\cdot\cdot 1 + . n m m 1 k","Assume that k and n are two positive integers. Prove that there exist positive integers m ,\\ldots,m such that 1 k ( ) ( ) 2k - 1 1 1 1 + = 1 + \cdot\cdot\cdot 1 + . n m m 1 k"
5,Number Theory,5M,"IMO 2017, P1","For each integer a > 1, define the sequence a ,a ,a ,... 0 0 1 2 for n \ge 0 as (cid:40)\sqrt \sqrt a if a is an integer, n n a = n+1 a + 3 otherwise. n Determine all values of a such that there exists a number A such that a = A_0 n for infinitely many values of n.","For each integer a > 1, define the sequence a ,a ,a ,\\ldots 0 0 1 2 for n \ge 0 as (cid:40)\sqrt \sqrt a if a is an integer, n n a = n+1 a + 3 otherwise. n Determine all values of a such that there exists a number A such that a = A_0 n for infinitely many values of n."
6,Number Theory,5M,USAMO 2006 P1,"Let p be a prime number and let s be an integer with 0 < s < p. Prove that there exist integers m and n with 0 < m < n < p and (cid:26) (cid:27) (cid:26) (cid:27) sm sn s < < p p p 64 if and only if s is not a divisor of p - 1. Note: For x a real number, let \lfloorx\rfloor denote the greatest integer less than or equal to x, and let {x} = x - \lfloorx\rfloor denote the fractional part of x.","Let p be a prime number and let s be an integer with 0 < s < p. Prove that there exist integers m and n with 0 < m < n < p and (cid:26) (cid:27) (cid:26) (cid:27) sm sn s < < p p p 64 if and only if s is not a divisor of p - 1. Note: For x a real number, let \lfloorx\rfloor denote the greatest integer less than or equal to x, and let {x} = x - \lfloorx\rfloor denote the fractional part of x."
7,Number Theory,5M,USAMO 2011 P4,"Consider the assertion that for each positive integer n \ge 2, the remainder upon dividing 22n by 2n - 1 is a power of 4. Either prove the assertion or find (with proof) a counterexample.","Consider the assertion that for each positive integer n \ge 2, the remainder upon dividing 22n by 2n - 1 is a power of 4. Either prove the assertion or find (with proof) a counterexample."
8,Number Theory,5M,USAMO 2014 P1,"Let a, b, c, d be real numbers such that b-d \ge 5 and all zeros x ,x ,x , and x of the polynomial P(x) = x4+ax3+bx2+cx+d are 1 2 3 4 real. Find the smallest value the product (x2 + 1)(x2 + 1)(x2 + 1)(x2 + 1) 1 2 3 4 can take.","Let a, b, c, d be real numbers such that b-d \ge 5 and all zeros x ,x ,x , and x of the polynomial P(x) = x4+ax3+bx2+cx+d are 1 2 3 4 real. Find the smallest value the product (x2 + 1)(x2 + 1)(x2 + 1)(x2 + 1) 1 2 3 4 can take."
9,Number Theory,5M,"USA TSTST 2017, P4",Find all nonnegative integer solutions to 2a + 3b + 5c = n!.,Find all nonnegative integer solutions to 2a + 3b + 5c = n!.
10,Number Theory,10M,"IMO 2005, P4","Determine all positive integers relatively prime to all the terms of the infinite sequence a = 2n + 3n + 6n - 1, n \ge 1. n","Determine all positive integers relatively prime to all the terms of the infinite sequence a = 2n + 3n + 6n - 1, n \ge 1. n"
11,Number Theory,10M,"IMO 2006, P4","Determine all pairs (x,y) of integers such that 1 + 2x + 22x+1 = y2.","Determine all pairs (x,y) of integers such that 1 + 2x + 22x+1 = y2."
12,Number Theory,10M,"IMO 2011, P1","Given any set A = {a ,a ,a ,a } of four distinct positive 1 2 3 4 integers, we denote the sum a + a + a + a by s . Let n denote the 1 2 3 4 A A number of pairs (i,j) with 1 \le i < j \le 4 for which a + a divides s . Find i j A all sets A of four distinct positive integers which achieve the largest possible value of n . A","Given any set A = {a ,a ,a ,a } of four distinct positive 1 2 3 4 integers, we denote the sum a + a + a + a by s . Let n denote the 1 2 3 4 A A number of pairs (i,j) with 1 \le i < j \le 4 for which a + a divides s . Find i j A all sets A of four distinct positive integers which achieve the largest possible value of n . A"
13,Number Theory,10M,"IMO 2016, P4","A set of postive integers is called fragrant if it contains at least two elements and each of its elements has a prime factor in common with at least one of the other elements. Let P(n) = n2 +n+1. What is the least possible positive integer value of b such that there exists a non-negative integer a for which the set {P(a + 1),P(a + 2),...,P(a + b)} is fragrant?","A set of postive integers is called fragrant if it contains at least two elements and each of its elements has a prime factor in common with at least one of the other elements. Let P(n) = n2 +n+1. What is the least possible positive integer value of b such that there exists a non-negative integer a for which the set {P(a + 1),P(a + 2),\\ldots,P(a + b)} is fragrant?"
14,Number Theory,10M,"IMO 2019, P4","Find all pairs (k,n) of positive integers such that k! = (2n - 1)(2n - 2)(2n - 4)\cdot\cdot\cdot(2n - 2n-1).","Find all pairs (k,n) of positive integers such that k! = (2n - 1)(2n - 2)(2n - 4)\cdot\cdot\cdot(2n - 2n-1)."
15,Number Theory,10M,USAMO 2005 P2,"Prove that the system x6 + x3 + x3y + y = 147157 x3 + x3y + y2 + y + z9 = 157147 has no solutions in integers x, y, and z.","Prove that the system x6 + x3 + x3y + y = 147157 x3 + x3y + y2 + y + z9 = 157147 has no solutions in integers x, y, and z."
16,Number Theory,10M,USAMO 2008 P1,"Prove that for each positive integer n, there are pairwise relatively prime integers k ,k ,...,k , all strictly greater than 1, such that 0 1 n k k ...k - 1 is the product of two consecutive integers. 0 1 n","Prove that for each positive integer n, there are pairwise relatively prime integers k ,k ,\\ldots,k , all strictly greater than 1, such that 0 1 n k k \\ldotsk - 1 is the product of two consecutive integers. 0 1 n"
17,Number Theory,10M,"USA TST 2016, P4","Let 3 = 1.b b b ... be the binary representation \sqrt 1 2 3 (2) of 3. Prove that for any positive integer n, at least one of the digits b , n b , ..., b equals 1. n+1 2n","Let 3 = 1.b b b \\ldots be the binary representation \sqrt 1 2 3 (2) of 3. Prove that for any positive integer n, at least one of the digits b , n b , \\ldots, b equals 1. n+1 2n"
18,Number Theory,10M,"USA TST 2019, P4","We say that a function f : Z × Z \to Z is great if \ge0 \ge0 for any nonnegative integers m and n, f(m + 1,n + 1)f(m,n) - f(m + 1,n)f(m,n + 1) = 1. If A = (a ,a ,...) and B = (b ,b ,...) are two sequences of integers, we 0 1 0 1 write A ∼ B if there exists a great function f satisfying f(n,0) = a and n f(0,n) = b for every nonnegative integer n (in particular, a = b ). n_0 0 Prove that if A, B, C, and D are four sequences of integers satisfying A ∼ B, B ∼ C, and C ∼ D, then D ∼ A.","We say that a function f : \mathbb{Z} × \mathbb{Z} \to \mathbb{Z} is great if \ge0 \ge0 for any nonnegative integers m and n, f(m + 1,n + 1)f(m,n) - f(m + 1,n)f(m,n + 1) = 1. If A = (a ,a ,\\ldots) and B = (b ,b ,\\ldots) are two sequences of integers, we 0 1 0 1 write A ∼ B if there exists a great function f satisfying f(n,0) = a and n f(0,n) = b for every nonnegative integer n (in particular, a = b ). n_0 0 Prove that if A, B, C, and D are four sequences of integers satisfying A ∼ B, B ∼ C, and C ∼ D, then D ∼ A."
19,Number Theory,10M,"USA TSTST 2015, P5",Let ϕ(n) denote the number of positive integers less than n that are relatively prime to n. Prove that there exists a positive integer m for which the equation ϕ(n) = m has at least 2015 solutions in n.,Let ϕ(n) denote the number of positive integers less than n that are relatively prime to n. Prove that there exists a positive integer m for which the equation ϕ(n) = m has at least 2015 solutions in n.
20,Number Theory,10M,"USA TSTST 2018, P1","As usual, let Z[x] denote the set of single-variable polynomials in x with integer coefficients. Find all functions θ : Z[x] \to Z such that for any polynomials p,q \in Z[x], • θ(p + 1) = θ(p) + 1, and • if θ(p) \neq= 0 then θ(p) divides θ(p \cdot q).","As usual, let \mathbb{Z}[x] denote the set of single-variable polynomials in x with integer coefficients. Find all functions θ : \mathbb{Z}[x] \to \mathbb{Z} such that for any polynomials p,q \in \mathbb{Z}[x], • θ(p + 1) = θ(p) + 1, and • if θ(p) \neq= 0 then θ(p) divides θ(p \cdot q)."
21,Number Theory,10M,"USA TSTST 2018, P4","For an integer n > 0, denote by F(n) the set of integers m > 0 for which the polynomial p(x) = x2 +mx+n has an integer root. (1) Let S denote the set of integers n > 0 for which F(n) contains two consecutive integers. Show that S is infinite but \sum 1 \le 1. n n\inS (2) Prove that there are infinitely many positive integers n such that F(n) contains three consecutive integers.","For an integer n > 0, denote by F(n) the set of integers m > 0 for which the polynomial p(x) = x2 +mx+n has an integer root. (1) Let S denote the set of integers n > 0 for which F(n) contains two consecutive integers. Show that S is infinite but \sum 1 \le 1. n n\inS (2) Prove that there are infinitely many positive integers n such that F(n) contains three consecutive integers."
22,Number Theory,10M,"USA TSTST 2019, P7","Let f : Z \to {1,2,...,10100} be a function satisfying gcd(f(x),f(y)) = gcd(f(x),x - y) for all integers x and y. Show that there exist positive integers m and n such that f(x) = gcd(m + x,n) for all integers x.","Let f : \mathbb{Z} \to {1,2,\\ldots,10100} be a function satisfying gcd(f(x),f(y)) = gcd(f(x),x - y) for all integers x and y. Show that there exist positive integers m and n such that f(x) = gcd(m + x,n) for all integers x."
23,Number Theory,15M,"IMO 2011, P5","Let f be a function from the set of integers to the set of positive integers. Suppose that, for any two integers m and n, the difference f(m) - f(n) is divisible by f(m - n). Prove that, for all integers m and n with f(m) \le f(n), the number f(n) is divisible by f(m).","Let f be a function from the set of integers to the set of positive integers. Suppose that, for any two integers m and n, the difference f(m) - f(n) is divisible by f(m - n). Prove that, for all integers m and n with f(m) \le f(n), the number f(n) is divisible by f(m)."
24,Number Theory,15M,USAMO 2010 P5,"Let q = 3p-5 where p is an odd prime, and let 2 1 1 1 S = + + \cdot\cdot\cdot + q 2 \cdot 3 \cdot 4 5 \cdot 6 \cdot 7 q(q + 1)(q + 2) Prove that if 1 -2S = m for integers m and n, then m-n is divisible by p. p q n","Let q = 3p-5 where p is an odd prime, and let 2 1 1 1 S = + + \cdot\cdot\cdot + q 2 \cdot 3 \cdot 4 5 \cdot 6 \cdot 7 q(q + 1)(q + 2) Prove that if 1 -2S = m for integers m and n, then m-n is divisible by p. p q n"
